@id|@lon|@lat|shop|name|addr:city|addr:postcode|addr:street|addr:housenumber|website|contact:email|phone
2980071577|15.4391924|47.0691519|antiques|Antike Vielfalt|Graz|8010|Schmiedgasse|11|||
2980071578|15.4410454|47.0689070|clothes|Cadenzza|Graz|8010|Herrengasse|28|||
2980071580|15.4389737|47.0690694|travel_agency|El Mundo|Graz|8010|Schmiedgasse|16|||
2980071581|15.4382503|47.0721722|vacant|Eleven|Graz|8010|Sporgasse|11|www.eleven-hairstyling.at|mail@eleven-hairstyling.at|
2980071582|15.4471553|47.0666212|bed|H+B|Graz|8010|Dietrichsteinplatz|2||heimbett@28on.cc|
2980071587|15.4420111|47.0686162|travel_agency|L'Tur|Graz|8010|Am Eisernen Tor||||
2980071588|15.4394507|47.0687680|yes|L`Occitane|Graz|8010|Schmiedgasse|21|||
2980071589|15.4419634|47.0686560|hearing_aids|Neuroth|Graz|8010|Am Eisernen Tor||||
2980071590|15.4380431|47.0717891|tailor|Näh- und Schnittstudion|Graz|8010|Sporgasse|3|||
2980071591|15.4331153|47.0820476|second_hand|Pascalino|Graz|8010|Theodor-Körner-Straße|41|||
2980071593|15.4404464|47.0665132|kiosk||Graz|8010|Radetzkystraße|7|||
2980071608|15.4407114|47.0665177|travel_agency|Springer|Graz|8010|Radetzkystraße|5|||
2980071609|15.4379512|47.0716832|clothes|AirField|Graz|8010|Sporgasse|1|||
2980071610|15.4378929|47.0702204|interior_decoration|interio|Graz|8010|Schmiedgasse|2|https://shop.interio.at/pages/interio-filiale-graz||+43 316 82 00 72
2980071611|15.4409865|47.0689461|clothes|intimissimi|Graz|8010|Herrengasse|28|||
2980071612|15.4414283|47.0672784|variety_store|1,- Plus €|Graz|8010|Jakominiplatz|23|||
2980071613|15.4375503|47.0706535|jewelry|123gold Trauring-Lounge Graz|Graz|8010|Neue-Welt-Gasse|4|https://www.123gold.at/trauringe-graz.html||
2980102546|15.4009287|47.0397046|beauty|Fingernagelwerkstatt|Graz|8054|Harter Straße|157|||
2980102548|15.4041616|47.0299470|bed|Matratzen Concord|Graz|8054|Kärntner Straße|329|||
2980125398|15.4401225|47.0700415|jewelry|Claire's|Graz|8010|Herrengasse|13|||
2980125399|15.4404666|47.0693328|perfumery|Douglas|Graz|8010|Herrengasse|22|||
2980125400|15.4407283|47.0689001|clothes|Gioia|Graz|8010|Fischer-von-Erlach-Gasse|1|||
2980125401|15.4338270|47.0703509|art|Heidenspass|Graz|8020|Griesgasse|8|||
2980125402|15.4406278|47.0692080|clothes|Jones|Graz|8010|Herrengasse|22|||
2980125403|15.4406806|47.0691788|optician|Lammer|Graz|8010|Herrengasse|22|||
2980125404|15.4400948|47.0697011|beauty|Marionnaud|Graz|8010|Herrengasse|18|||
2980125405|15.4402485|47.0695742|hairdresser|Nägele & Strubell|Graz|8010|Herrengasse|20|||
2980125406|15.4337456|47.0706963|clothes|Pell Mell|Graz|8020|Griesgasse|2|||
2980125411|15.4400535|47.0700952|bag|Liebeskind Store Graz|Graz|8010|Herrengasse|11|http://at.liebeskind-berlin.com||+43 316 83853310
2980125412|15.4403097|47.0698818|cosmetics|Yves Rocher|Graz|8010|Herrengasse|13|||
2987629886|15.4030328|47.1032326|car|Opel Gady|Graz|8051|Wiener Straße|350|||
2987638123|15.4038593|47.0994952|car|Autohaus Gady Graz Nord|Graz|8051|Wiener Straße|314|||
2988239391|15.4256551|47.1013830|alteration|Änderungsschneiderei|Graz|8045|Andritzer Reichsstraße|19|||
2988513784|15.4259697|47.0608468|sports|Hervis|Graz|8020|Lazarettgürtel|55|||
2988513785|15.4267861|47.0603143|convenience|Martin reformstark|Graz|8020|Lazarettgürtel|55|||
2989087763|15.4271184|47.0605047|boutique|Boutique Folger|||||||
2989087766|15.4260850|47.0605092|hairdresser|DM Frisör|Graz|8010|Lazarettgürtel|55|||
2989087767|15.4266411|47.0608828|mobile_phone|Hartlauer Handy Pur|||||||
2989087768|15.4270275|47.0605243|yes|Kedem|||||||
2989087769|15.4272549|47.0604768|gift|Le Clou|||||||
2989087770|15.4266844|47.0607600|shoe_repair|Mister Minit|||||||
2989087771|15.4273144|47.0604582|boutique|Palmers|||||||
2989087772|15.4266627|47.0608157|fabric|Pingouin Wolle|||||||
2989087782|15.4274510|47.0604604|boutique|Claire's|||||||
2989087788|15.4262996|47.0606912|travel_agency|Restplatzbörse|||||||
2989087789|15.4263164|47.0606125|kiosk|Trafik|||||||
2989087790|15.4274028|47.0605636|clothes|Vögele|||||||
2989087791|15.4267036|47.0606945|gift|3Dglas|||||||
2989385107|15.4267258|47.0665727|antiques|Altwaren|Graz|8020|Josef-Huber-Gasse|2|||
2989385108|15.4268140|47.0676080|clothes|Asmira Mode|Graz|8020|Elisabethinergasse|26|||
2989385109|15.4267421|47.0678846|sports|Fight & Fitness Sportsworld|Graz|8020|Elisabethinergasse|22|||
2989385111|15.4264750|47.0662447|bed|Matratzen Concord|Graz|8020|Lazarettgasse|2|||
2989385123|15.4285778|47.0698616|hairdresser|Salon Dora|Graz|8020|Kernstockgasse|22|||
2989385124|15.4264132|47.0661303|kiosk|Trafik|Graz|8020|Lazarettgasse|4|||
2989385125|15.4246660|47.0639543|massage|Wolf|Graz|8020|Lazarettgasse|32|||
2989619894|15.4508521|47.0679204|vacant||Graz|8010|Sparbersbachgasse|27|||
2990091568|15.4271771|47.0602764|clothes|Betty Barclay|||||||
2990091569|15.4283435|47.0597691|shoes|CCC|||||||
2990091570|15.4277392|47.0602170|clothes|Calzedonia|||||||
2990091571|15.4283884|47.0600199|florist|City Blumen|||||||
2990091572|15.4268841|47.0603048|clothes|Cocuni|||||||
2990091574|15.4281939|47.0597712|clothes|Esprit|||||||
2990091575|15.4278349|47.0600279|clothes|H&M|||||||
2990091576|15.4282848|47.0600343|bakery|Hubert Auer|||||||
2990091577|15.4273378|47.0602981|boutique|Ingrid's Exclusive|||||||
2990091578|15.4277995|47.0601858|boutique|Intimissimi|||||||
2990091579|15.4267630|47.0608329|clothes|LS Jeans|||||||
2990091580|15.4278559|47.0601359|clothes|Opio|||||||
2990091621|15.4266881|47.0603237|dry_cleaning|Putzerei Sauberland|||||||
2990091622|15.4269818|47.0602954|shoes|Shoeextra|||||||
2990091623|15.4276764|47.0602277|gift|Steinvisionen|||||||
2990091624|15.4270794|47.0602859|clothes|Tally Weijl|||||||
2990091625|15.4282340|47.0601106|clothes|Tom Tailor Denim|||||||
2990091626|15.4268557|47.0606618|household|WMF|||||||
2990091627|15.4279908|47.0602821|fairtrade|Weltladen|||||||
2997299958|15.4568858|47.0696634|shoes|Edelsbrunner Orthopädie-Schuhe|Graz|8010|Nibelungengasse|38|http://www.ortho-edelsbrunner.at||
2997299992|15.4388382|47.0677479|beauty|Dr. Ebner|Graz|8010|Kaiserfeldgasse|20||office@kosmetik-ebner.at|
3008508810|15.4342134|47.0710029|gift|Kunsthaus Shop|||||https://www.museum-joanneum.at/kunsthaus-graz/ihr-besuch/shop|shop-kh@museum-joanneum.at|
3008508811|15.4414578|47.0708217|gift|MuR - Modernes & Raritäten|||||http://mur.co.at||
3029376412|15.4170077|47.0724678|convenience||||||||
3034533504|15.4431222|47.0667079|electronics|Elektro Föchterle|Graz|8010|Klosterwiesgasse|4|http://www.elektroservice.at||+43 316 815 815
3034544835|15.4377150|47.0710768|shoes|Ara|Graz|||7|||
3047975011|15.4304047|47.0668665|gold|Gold Express|||||||
3047975627|15.4299659|47.0668859|vacant||||||||
3047975628|15.4301163|47.0669323|yes||||||||
3048133329|15.4389802|47.0719481|confectionery|Alles für die Torte|||||||
3048133330|15.4399142|47.0742779|antiques|Alt-Paulustor|Graz|8010|Paulustorgasse|5|||
3048133332|15.4390399|47.0719408|confectionery|Belgische Chocolaterie|||||||
3048134034|15.4399503|47.0743762|clothes|Enigma|Graz|8010|Paulustorgasse|5|||
3048134035|15.4397407|47.0714076|clothes|Estilo|Graz|8010|Färberplatz|1|||
3048134038|15.4398432|47.0740723|orthopaedics|Help Orthopädie|Graz|8010|Paulustorgasse|3|www.help-orthopaedie.at||
3048134039|15.4392165|47.0718074|bed|Jevnisek|||||||
3048134040|15.4394871|47.0713161|jewelry|Koss|Graz|8010|Prokopigasse|2|||
3048134041|15.4392420|47.0719090|art|Kunst Galerie Holasek|Graz|8010|Färbergasse|5||sv-office@kunstgalerie-holasek.at|
3048134042|15.4390140|47.0718449|musical_instrument|Musik am rechten Fleck|Graz|8010|Färbergasse|4|www.musik-fleck.at||
3048134051|15.4396176|47.0718329|jewelry|Richter|Graz|8010|Färbergasse|11|||
3048134052|15.4396908|47.0734575|charity|pro mente stmk|Graz|8010|Sporgasse|29|promente-shop.at||
3048174116|15.4336293|47.0282871|chemist|Bipa|Graz|8055|Triester Straße|371|http://www.bipa.at/||
3048174117|15.4004526|47.0225132|orthopaedics|Jurtin medical|Graz|8054|Kärntner Straße|417|www.jurtin.at||
3048174118|15.4007313|47.0223005|kids|Kinderladen Bambini|||||||
3048174119|15.4004704|47.0226011|optician|Optica|Graz|8054|Kärntner Straße|417|||
3053689315|15.4434361|47.0666285|yes|Bonaplanta|Graz|8010|Klosterwiesgasse|3|||
3070411927|15.4332945|47.0818194|butcher||||||||
3077989542|15.4385811|47.0680991|photo|Foto Weiss|Graz|8010|Kalchberggasse|1|http://www.pixelland.at/|shop@pixelland.at|
3080432792|15.4054609|47.0954411|stationery|Pagro|Graz|8051|Wiener Straße|286|||
3080432793|15.4053669|47.0956487|chemist|dm|Graz|8051|Wiener Straße|286|||
3080432796|15.4054403|47.0955099|dry_cleaning||Graz|8051|Wiener Straße|286|||
3083293495|15.4327170|47.0707989|3d|LayerLab|Graz|8020|Südtiroler Platz|13|https://www.layerlab.net|support@layerlab.net|
3085953422|15.4488265|47.0717386|tobacco|Tabak Trafik|Graz|8010|Maiffredygasse|14|||+43 316 321529
3086668156|15.4456263|47.0756609|hairdresser|Frisiersalon Gabriele|Graz|8010|Glacisstraße|19|||
3086927214|15.4196659|47.0320381|sports|Sport Marken Outlet|Graz|8054|Weblinger Gürtel|22|http://www.sportmarkenoutlet.at/||
3086927215|15.4200676|47.0319496|stationery|Pagro Diskont|Graz|8054|Weblinger Gürtel|22|http://www.pagro.at/||
3086927216|15.4204132|47.0318994|clothes|KiK|Graz|8054|Weblinger Gürtel|22|http://www.kik-textilien.at/||
3086927217|15.4207317|47.0318410|furniture|Dänisches Bettenlager|Graz|8054|Weblinger Gürtel|22|http://www.daenischesbettenlager.at/||
3086927383|15.4211147|47.0318308|pet|Fressnapf|Graz|8054|Weblinger Gürtel|22|||
3086927384|15.4213925|47.0318287|sports|Golf House|Graz|8054|Weblinger Gürtel|22|http://www.golfhouse.at/||
3087319760|15.4138201|47.0339280|baby_goods|BabyOne|Graz|8054|Weblinger Gürtel||http://www.babyone.at/||
3087319761|15.4136538|47.0337799|toys|Toys"R"Us|Graz|8054|Weblinger Gürtel||http://www.toysrus.at/||
3087319762|15.4169449|47.0345167|electronics|electronic4you|Graz|8054|Weblinger Gürtel||http://www.electronic4you.at/||
3092569985|15.4237786|47.1135098|kiosk|Tabak Trafik|Graz|8045|Stattegger Straße|32|||
3096409278|15.4281324|47.0598603|chemist|Müller|||||||
3103409531|15.4508500|47.0718966|bicycle|Muchar Upcycles|Graz|8010|Schillerstraße|2|http://www.mucharupcycles.com||
3103409532|15.4411272|47.0674685|hairdresser|togethair|Graz|8010|Joanneumring|3|http://www.togethair.com||+43316 238323
3105283254|15.4385615|47.0628460|car_repair|Vogl + Co|Graz|8010|Schießstattgasse|65|||
3105283260|15.4417589|47.0645819|funeral_directors|Bestattung Graz|Graz|8010|Grazbachgasse|48|http://www.holding-graz.at/bestattung.html||+43316 887 2800
3108951530|15.4519064|47.0682087|hairdresser|Michaela|Graz|8010|Sparbersbachgasse|38|||
3117535086|15.4511794|47.0513579|yes|Bioresonanz Irene|||||||
3117535087|15.4434171|47.0574812|car_repair|Lackiererei Nezmahen|Graz|8010|Obere Bahnstraße|63|http://www.nezmahen.at||
3117535088|15.4499291|47.0526959|hairdresser|Linde|Graz|8010|Conrad-von-Hötzendorf-Straße|113|||
3117535101|15.4499755|47.0526300|vacant||||||||
3117535121|15.4498877|47.0527988|interior_decoration|Zieger|Graz|8010|Conrad-von-Hötzendorf-Straße|113|||
3120487032|15.4360529|47.0698803|musical_instrument|Annachord|Graz|8010|Neutorgasse|30|www.annachord.at|office@annachord.at|
3120487033|15.4430212|47.0631046|coins|philoro EDELMETALLE|Graz|8010|Conrad-von-Hötzendorf-Straße|12|https://philoro.at/||+43 316 890 824
3120487038|15.4359337|47.0702200|vacant||Graz|8010|Neutorgasse|22|||
3120487040|15.4382621|47.0690658|hairdresser|Petra|Graz|8010|Raubergasse|8|||
3120487113|15.4551559|47.0474623|shavers|Rasiererfachgeschäft|||||||
3120487115|15.4450860|47.0593237|beauty|Ritter Nails|||||||
3120487118|15.4360488|47.0706579|travel_agency|Die Reiserei|Graz|8010|Neutorgasse|5|||
3120739102|15.4325031|47.0519739|bakery|Brandl|Graz|8020|Herrgottwiesgasse|78|||
3127764092|15.4442677|47.0700034|wine|Vinothek bei der Oper|Graz|8010|Tummelplatz|1||vinothek-oper@aon.at|
3128522757|15.4375575|47.0701052|fabric||Graz|8010|Albrechtgasse|3|||
3148990578|15.4327847|47.0735520|clothes|Offline Retail|Graz|8020|Mariahilferstraße|21|||
3148992216|15.4348376|47.0751211|hairdresser|afro american hair salon nanah|Graz|8010|Kaiser-Franz-Josef-Kai|42|||
3151716093|15.4394171|47.0739897|hifi|Hifiteam Czesany GmbH|Graz|8010|Am Fuße des Schloßberges|4|www.hifiteamshop.at||
3180330601|15.4041966|47.0697717|books;stationery|Pagro|Graz|8020|Eggenberger Allee|33a|||
3191379800|15.4332776|47.0732479|hairdresser|Hausfrauenpalast|Graz|8020|Mariahilferstraße|22|www.facebook.com/102420413164501||
3191379801|15.4313718|47.0739347|jewelry|Feichtinger Schmuckhandel|Graz|8020|Josefigasse|7|http://www.feichtinger.biz|office@feichtinger.biz|
3195647592|15.4328125|47.0711206|clothes|Taiga Conceptstore|Graz|8020|Südtiroler Platz|12|http://www.taiga.cc/||+43 316 815494
3207328514|15.4311999|47.0772737|clothes|Aristokrat|Graz|8020|Neubaugasse|24|http://www.aristokrat.cc||+43699 1714 3504
3207328515|15.4314178|47.0773349|carpet|Rohani Teppiche|Graz|8020|Neubaugasse|24|http://www.rohani.at/||+43316 72 33 33
3207368173|15.4375547|47.0709478|butcher|Fleischerei Hütter|Graz|8010|Franziskanergasse|1|http://www.fleischerei-huetter.at/||+43316 839833
3207486150|15.4396843|47.0664426|travel_agency|ÖAMTC Reisebüro|Graz|8010|Radetzkystraße|11|http://www.oeamtc.at/||+43316 316 8269 67
3219922603|15.4430448|47.0671303|clothes|Stylish|Graz|8010|Jakominiplatz|15|||
3219922604|15.4425565|47.0691864|convenience|Naturprodukte von den Bienen|Graz|8010|Hamerlinggasse|1|||+43316 81 28 12
3237104448|15.4459490|47.0647971|nutrition_supplements|Biogena|Graz|8010|Schießstattgasse|14|http://www.biogena-lounge.at|office@biogena-lounge.at|
3237104449|15.4167776|47.0351292|stationery|Libro|||||http://www.libro.at||
3237104450|15.4467855|47.0650367|yes|Medizinprodukte|||||||
3237104451|15.4162962|47.0343355|chemist|dm|Graz|8054|Weblinger Gürtel|25|http://www.meindm.at||
3268679263|15.4315896|47.0741476|hairdresser|Grünschnitt|Graz|8020|Lendplatz|5|http://www.friseur-gruenschnitt.at||+43 660 210 44 02
3274523680|15.4332187|47.0458539|bakery|Kern|Graz|8020|Herrgottwiesgasse|149|http://baeckerei-kern.at||
3278823914|15.4377651|47.0709270|tea;coffee|Heissenberger|Graz|8010|Hauptplatz|6||office@heissenberger.com|
3298208061|15.4177031|47.0321110|clothes|Steinecker|Graz|8054|Weblinger Gürtel|20||graz@steinecker.at|
3310190287|15.4216028|47.1039377|vacant||Graz|8045|Andritzer Reichsstraße|42|||
3310190292|15.4440933|47.0701520|hairdresser||||||||
3324018465|15.4344934|47.0514459|copyshop|Raumdruck|Graz|8020|Puchstraße|17|http://www.raumdruck.at||+43680 55 888 56
3325877794|15.4370321|47.0751958|kiosk||||||||
3344170161|15.4220620|47.1140570|beauty|Best Beauty|Graz|8045|Sankt-Veiter-Straße|6|||
3344170162|15.4219816|47.1140581|copyshop|Deko Line|Graz|8045|Sankt-Veiter-Straße|6|www.deko-line.at||
3344170163|15.4226850|47.1135486|dry_cleaning||||||||
3344170171|15.4224036|47.1140243|bicycle|RoFa Sport|Graz|8045|Sankt-Veiter-Straße|6||office@rofa-sport.at|
3344177468|15.4215080|47.1136968|hairdresser||||||||
3350440780|15.4203218|47.1051804|chemist|Aurana|Graz|8045|Andritzer Reichsstraße|47|||
3350440792|15.4203478|47.1055655|art||||||||
3350445824|15.4204019|47.1062760|lawn-mower|Rasenmäher Technikcenter|Graz|8045|Andritzer Reichsstraße|57c|www.dlz.co.at||
3354681841|15.4331742|47.0753824|yes|Umverteiler|Graz|8020|Lendkai|45|||
3355112704|15.4220858|47.1143390|car_repair|Helmut A. Knödl|Graz|8045|Am Eichengrund|5||helmut.knoedl@speed.at|
3361911100|15.4858240|47.0452162|computer|T-i-M DI Christian Kappel e.U.|Graz|8042|Sankt-Peter-Hauptstraße|208|http://www.tim.co.at/||+43 316 292729
3372002208|15.4154150|47.1095444|alteration|Änderungsschneiderei|Graz|8045|Andritzer Reichsstraße|78|||
3385998828|15.4504613|47.0672814|yes|Tapezierer Kaufmann|Graz|8010|Mandellstraße|21|http://www.tapezierer-kaufmann.at||+43316 823460
3394192733|15.4276828|47.0789231|hairdresser||||||||
3405460154|15.4594792|47.0895879|bed|Matratzen Concord|||||||
3405460160|15.4595766|47.0896485|hairdresser||||||||
3406085604|15.4260815|47.1014770|kitchen|Strini|Graz|8045|Andritzer Reichsstraße|26|http://www.designwohnen.at/|strinidesign@chello.at|
3423990888|15.4138464|47.0930469|sports|Eisstöcke|||||||
3424695998|15.4337042|47.0713280|knives|Scala|Graz|8020|Mariahilferstraße|4|http://www.scala-messer.at|ms@messer-scala-licht.at|+43316 712985
3424880129|15.4251217|47.1002891|florist|Blumen:Gran|Graz|8045|Andritzer Reichsstraße|18|www.blumen-gran.at||
3424880130|15.4028699|47.1116397|farm|Dennig Angus Beef|Graz|8046|Andritzer Reichsstraße|160|||
3424880132|15.4415284|47.0664879|bakery|Wölfl|Graz|8010|Schönaugasse|1|||
3424880133|15.4245736|47.1003884|furniture|Küchen-Möbel-Raumdesign Griessner|Graz|8045|Andritzer Reichsstraße|15|www.tischlerei-griessner.at|filiale@tischlerei-griessner.at|
3428426886|15.4625144|47.0404835|chemist|DM|Graz|8041|Ostbahnstraße|3|||
3428426887|15.4442912|47.0676259|chemist|DM|Graz|8010|Jakominiplatz|12|||+43 316 837277-12
3428488653|15.3957291|47.0578011|convenience|BioShop|Graz|8052|Straßganger Straße|125|http://www.bioshopgraz.at/|shop@bioshopgraz.at|
3434359495|15.4470597|47.0688503|photo|Foto Baldur|Graz|8010|Kaiser-Josef-Platz|2|http://www.fotobaldur.at|office@fotobaldur.at|+43 316 826034
3437287472|15.4446928|47.0679966|vacant||Graz|8010|Gleisdorfer Gasse|15|||
3445256032|15.4448474|47.0345100|bicycle|Elektrofahrradcenter Graz|Graz|8055|Puntigamer Straße|124|||
3445256033|15.4263506|47.0749280|bicycle|Rebikel|Graz|8020|Keplerstraße|55|||
3452051778|15.3997108|47.1040053|shoes|CCC|||||||
3452051779|15.3999952|47.1038957|shoes|Deichmann|||||||
3452051780|15.4002124|47.1037771|fashion|Dressmann|||||||
3452051781|15.4003036|47.1036657|fashion|Charles Vögele|||||||
3452051782|15.4005477|47.1034959|fashion|New Yorker|||||||
3452051783|15.4005343|47.1039268|bakery|Kern|Graz|8051|||http://www.baeckerei-kern.at/#stores||
3452051784|15.4003439|47.1040692|yes|Geschenkeparadies|Graz||Wiener Straße|333||geschenkeparadies@inode.at|
3452051785|15.4008052|47.1033170|fashion|Mister Lady|||||||
3452051786|15.4009479|47.1031744|sports|K+Ö GigaSport||||||romana.bruchmann@kastner-oehler.at|
3452051787|15.4011815|47.1029335|chemist|Müller|||||||
3452051788|15.3994791|47.1039694|yes|Das Futterhaus|||||||
3453978490|15.4583688|47.0240747|hairdresser|Michaela|Graz|8041|Eichbachgasse|63|||+43316 406508
3467854501|15.4390106|47.0690208|toys|Spielzeugschachtel|Graz|8010|Schmiedgasse|16|http://www.spielzeugschachtel-graz.at||
3468108590|15.4328904|47.0793784|bicycle|Bicycle|Graz|8010|Körösistraße|17|http://www.bicycle.at/||
3493043980|15.4685934|47.1190343|farm|Pfeifer-Sieber|Graz|8043|Hinterer Plattenweg|81||pfeifer-sieber@utanet.at|
3493248686|15.4278992|47.0667434|beverages|Obsthof|Graz|8020|Rösselmühlgasse|24|||
3493297735|15.4273005|47.0709856|vacant||Graz|8020|Annenstraße|27|||
3505713672|15.4288468|47.0699946|supermarket|AllerLEIHLaden|Graz|8020|Kernstockgasse|20|http://www.allerleihladen.at|post@allerleihladen.at|+436764068816
3505759046|15.4358673|47.0708928|vacant||Graz|8010|Murgasse|11|||
3507809099|15.4460531|47.0677007|carpet|Teppichhaus Dipl.Ing. Karimi|Graz|8010|Luthergasse|6|||
3507809100|15.4462210|47.0675594|hardware|Vipauz|Graz|8010|Schlögelgasse|6|||
3507809101|15.4361150|47.0703344|interior_decoration|böhm|Graz|8010|Neutorgasse|17-19|||
3519881753|15.4442172|47.0671353|clothes|Perviva|Graz|8010|Reitschulgasse|5|||
3534219908|15.4391671|47.0704465|kiosk|Angolo|Graz|8010|Herrengasse|10|||
3534219909|15.4498494|47.0665198|vacant||Graz|8010|Schörgelgasse|11|||
3534219910|15.4429215|47.0668930|hairdresser|Frisier Salon Reck|Graz|8010|Klosterwiesgasse|2|||
3534219915|15.4392976|47.0707373|jewelry|Schullin|Graz|8010|Herrengasse|3|||
3534219916|15.4495104|47.0665086|beauty|Unique|Graz|8010|Schörgelgasse|9|||
3562211663|15.4426928|47.0648926|cupcakes|Take the Cake|Graz|8010|Jakoministraße|31||markus.mavec@takethecake.at|
3569288704|15.4812339|47.0405738|doityourself|C. Bergmann Fliesen|Graz|8042|Styriastraße|31|http://www.c-bergmann.at/Fliesen/||+43 316 41050
3569288707|15.4442640|47.0343830|doityourself|Quester Fliesen & Parkett|Graz|8055|Puntigamer Straße|124|||
3576905145|15.4401284|47.0693770|confectionery|Mészáros Macaron and Dessert Boutique|Graz|8010|Jungferngasse|2|||
3578416207|15.4117739|47.0660422|car_parts|ÖAMTC Graz-West|Graz|8020|Alte Poststraße|161|||
3578416208|15.4122068|47.0661975|car_repair|ÖAMTC Graz-West|Graz|8020|Alte Poststraße|161|||
3579990763|15.4217126|47.0861766|carpet|Dorbeya|Graz|8020|Kalvariengürtel|7|||
3579990765|15.4217943|47.0737494|hairdresser|Frisör|||||||
3579990770|15.4211947|47.0822715|vacant||||||||
3580975043|15.4339391|47.0775801|antiques||Graz|8010|Wickenburggasse|40|||
3580975045|15.4321820|47.0833734|pelts|Mayerhofer Pelze|||||||
3580975046|15.4330250|47.0821773|antiques|Nostalgisches & Neues|||||||
3580975047|15.4338362|47.0775585|vacant||Graz|8010|Wickenburggasse|40|||
3580975059|15.4329755|47.0798958|yes||||||||
3580975074|15.4252668|47.0918460|interior_decoration||||||||
3580975084|15.4238387|47.0932660|computer|Sintec IT-Service|Graz|8010|Theodor-Körner-Straße||||
3584329174|15.4209192|47.1037153|beauty|Tiffany|Graz|8045|Andritzer Reichsstraße|37c|||
3588654208|15.4303348|47.0710827|mobile_phone|Handy Gold Shop|||||||
3588654209|15.4399440|47.0734891|clothes|Net nur Shirt|||||||
3588654210|15.4335111|47.0719911|bakery|Pane|Graz|8020|Mariahilferstraße|11|||
3588654212|15.4316029|47.0712277|vacant||||||||
3588654214|15.4274280|47.0712401|mobile_phone|Tornado|||||||
3588654215|15.4277012|47.0712211|boutique|chic|Graz|8020|Annenstraße|26|||
3590611712|15.4040100|47.0810324|hairdresser||||||||
3595918165|15.4665025|47.0290762|pet|Autobahn-Zoo|Graz|8041|Liebenauer Hauptstraße|211|||+43316 405166
3595919123|15.4682245|47.0251820|hairdresser|Haarvanna|Graz|8041|Leberackerweg|1|http://www.haarvanna.at||+43316 402678
3595919124|15.4622190|47.0373595|fabric||Graz|8041|Liebenauer Hauptstraße|119|||
3606637750|15.4427064|47.0563748|paint|SEFRA|Graz|8010|Hüttenbrennergasse|22-24|http://www.sefra.at||
3606684876|15.4300295|47.0567486|car_repair|ATSW - Kfz-Wuthe|Graz|8020|Triester Straße|25|http://www.atsw.at/||
3615772355|15.4180368|47.0977474|furniture|Carla|Graz|8010|Lindengasse|18a|||
3615772356|15.4159745|47.0833419|furniture|Hali Büromöbel|Graz|8020|Kalvariengürtel|67|http://www.hali.at/de/kontakt/||+43 316 686701 0
3615772371|15.4120361|47.0878251|tattoo|Revolution Tattoo|Graz|8051|Wiener Straße|182|||
3615772373|15.4090264|47.0904754|hairdresser|haar genau|Graz|8051|Wiener Straße|210|||
3620563560|15.4400500|47.0724374|antiques|Antiquitäten|Graz|8010|Hofgasse|8|||
3639251892|15.4043397|47.0701614|chemist|DM|Graz|8020|Eggenberger Allee|33a|http://www.dm-drogeriemarkt.at||+43 316 205280
3639483722|15.4012642|47.1035257|shoes|KIDS SHOE OUTLET|||||||
3639483723|15.4011435|47.1037028|furniture|FAUSTMANN|||||||
3674079733|15.4329131|47.0267072|florist|Wunderland Hanfshop und Zierpflanzenhandel|Graz|8055|Berschenygasse|8|||
3676824249|15.4055106|47.0959210|kiosk|Tabak Trafik|||||||
3704223402|15.4506397|47.0633635|vacant||Graz|8010|Steyrergasse|44|||
3711663005|15.4026490|47.0704472|kiosk|Heidemarie Wagner Tabaktrafik|||||||+43 316 579933
3713041530|15.4030826|47.0722641|gift|Schatztruhe|||||http://schatztruhe-graz.at/||
3714311536|15.4465963|47.0682415|cheese|Kasalm|||||http://www.kasalm.at||
3714311537|15.4462316|47.0684191|organic|Natureck Pelzmann|Graz|8010|Kaiser-Josef-Platz|2-4|||+43316845618
3722617210|15.4376707|47.0665339|vacant||Graz|8010|Radetzkystraße|14|||
3726198762|15.4465001|47.0682874|organic|Julia Jeschek|Graz|8010|Kaiser-Josef-Platz|6-8|||
3726203997|15.4451764|47.0679155|convenience|Brantner|Graz|8010|Gleisdorfer Gasse|10|http://www.reformhaus-brantner.at/||+43 316 822 123
3726203998|15.4445853|47.0682650|vacant||Graz|8010|Girardigasse||||
3730895224|15.4622664|47.0372892|hairdresser|Haarimpuls||8041|Liebenauer Hauptstraße||||
3740311722|15.4151805|47.0362058|weapons|Rudolf Paar Waffen|Graz|8054|Trappengasse|37|||
3749923751|15.4019427|47.0951540|convenience|Billa|Graz|8051|Anton-Kleinoscheg-Straße|62|||
3752583611|15.4425999|47.0653376|hearing_aids|Hörgeräte Kamper|Graz|8010|Jakoministraße|23|http://www.klaus-kamper.at|hoergeraete@klaus-kamper.at|
3754439629|15.4439540|47.0676278|hairdresser_supply|ROMA Friseurbedarf - Steirerhof|Graz|8010|Jakominiplatz|12|http://www.roma.at|office@roma.at|
3754439630|15.4337616|47.0725037|hairdresser_supply|ROMA Friseurbedarf - Kramer|Graz|8020|Mariahilferplatz|2|http://www.roma.at|office@roma.at|
3763384980|15.4370997|47.0721874|travel_agency|Kuoni|Graz|8010|Sackstraße|14|||
3763384981|15.4372217|47.0720970|shoes|Ludwig Reiter|Graz|8010|Sackstraße|12|||
3763384983|15.4374370|47.0724379|musical_instrument|Streif|Graz|8010|Sackstraße|14|||
3763400306|15.4409150|47.0648783|vacant|Dr. D. Rezwani|Graz|8010|Grazbachgasse|54|||
